MAC000002,Std,2012-10-19 00:30:00.0000000,0.154,ACORN-A,Affluent
MAC000002,Std,2012-10-19 01:00:00.0000000,0.173,ACORN-A,Affluent
MAC000002,Std,2012-10-19 01:30:00.0000000,0.114,ACORN-A,Affluent
MAC000002,Std,2012-10-19 02:00:00.0000000,0.128,ACORN-A,Affluent
MAC000002,Std,2012-10-19 02:30:00.0000000,0.082,ACORN-A,Affluent
MAC000002,Std,2012-10-19 03:00:00.0000000,0.133,ACORN-A,Affluent
MAC000002,Std,2012-10-19 03:30:00.0000000,0.074,ACORN-A,Affluent
MAC000002,Std,2012-10-19 04:00:00.0000000,0.133,ACORN-A,Affluent
MAC000002,Std,2012-10-19 04:30:00.0000000,0.072,ACORN-A,Affluent
MAC000002,Std,2012-10-19 05:00:00.0000000,0.131,ACORN-A,Affluent
MAC000002,Std,2012-10-19 05:30:00.0000000,0.079,ACORN-A,Affluent
MAC000002,Std,2012-10-19 06:00:00.0000000,0.125,ACORN-A,Affluent
MAC000002,Std,2012-10-19 06:30:00.0000000,0.086,ACORN-A,Affluent
MAC000002,Std,2012-10-19 07:00:00.0000000,0.114,ACORN-A,Affluent
MAC000002,Std,2012-10-19 07:30:00.0000000,0.097,ACORN-A,Affluent
MAC000002,Std,2012-10-19 08:00:00.0000000,0.155,ACORN-A,Affluent
MAC000002,Std,2012-10-19 08:30:00.0000000,0.235,ACORN-A,Affluent
MAC000002,Std,2012-10-19 09:00:00.0000000,0.196,ACORN-A,Affluent
MAC000002,Std,2012-10-19 09:30:00.0000000,0.191,ACORN-A,Affluent
MAC000002,Std,2012-10-19 10:00:00.0000000,0.083,ACORN-A,Affluent
MAC000002,Std,2012-10-19 10:30:00.0000000,0.119,ACORN-A,Affluent
MAC000002,Std,2012-10-19 11:00:00.0000000,0.095,ACORN-A,Affluent
MAC000002,Std,2012-10-19 11:30:00.0000000,0.105,ACORN-A,Affluent
MAC000002,Std,2012-10-19 12:00:00.0000000,0.108,ACORN-A,Affluent
MAC000002,Std,2012-10-19 12:30:00.0000000,0.09,ACORN-A,Affluent
MAC000002,Std,2012-10-19 13:00:00.0000000,0.122,ACORN-A,Affluent
MAC000002,Std,2012-10-19 13:30:00.0000000,0.076,ACORN-A,Affluent
MAC000002,Std,2012-10-19 14:00:00.0000000,0.164,ACORN-A,Affluent
MAC000002,Std,2012-10-19 14:30:00.0000000,0.167,ACORN-A,Affluent
MAC000002,Std,2012-10-19 15:00:00.0000000,0.135,ACORN-A,Affluent
MAC000002,Std,2012-10-19 15:30:00.0000000,0.077,ACORN-A,Affluent
MAC000002,Std,2012-10-19 16:00:00.0000000,0.26,ACORN-A,Affluent
MAC000002,Std,2012-10-19 16:30:00.0000000,0.13,ACORN-A,Affluent
MAC000002,Std,2012-10-19 17:00:00.0000000,0.406,ACORN-A,Affluent
MAC000002,Std,2012-10-19 17:30:00.0000000,0.109,ACORN-A,Affluent
MAC000002,Std,2012-10-19 18:00:00.0000000,0.177,ACORN-A,Affluent
MAC000002,Std,2012-10-19 18:30:00.0000000,0.263,ACORN-A,Affluent
MAC000002,Std,2012-10-19 19:00:00.0000000,0.315,ACORN-A,Affluent
MAC000002,Std,2012-10-19 19:30:00.0000000,0.216,ACORN-A,Affluent
MAC000002,Std,2012-10-19 20:00:00.0000000,0.822,ACORN-A,Affluent
MAC000002,Std,2012-10-19 20:30:00.0000000,0.322,ACORN-A,Affluent
MAC000002,Std,2012-10-19 21:00:00.0000000,0.213,ACORN-A,Affluent
MAC000002,Std,2012-10-19 21:30:00.0000000,0.296,ACORN-A,Affluent
MAC000002,Std,2012-10-19 22:00:00.0000000,0.226,ACORN-A,Affluent
MAC000002,Std,2012-10-19 22:30:00.0000000,0.269,ACORN-A,Affluent
MAC000002,Std,2012-10-19 23:00:00.0000000,0.19,ACORN-A,Affluent
MAC000002,Std,2012-10-19 23:30:00.0000000,0.239,ACORN-A,Affluent
MAC000002,Std,2012-10-20 00:00:00.0000000,0.2,ACORN-A,Affluent
MAC000002,Std,2012-10-20 00:00:00.0000000,0.2,ACORN-A,Affluent
MAC000002,Std,2012-10-20 00:30:00.0000000,0.229,ACORN-A,Affluent
MAC000002,Std,2012-10-20 01:00:00.0000000,0.192,ACORN-A,Affluent
MAC000002,Std,2012-10-20 01:30:00.0000000,0.217,ACORN-A,Affluent
MAC000002,Std,2012-10-20 02:00:00.0000000,0.18,ACORN-A,Affluent
MAC000002,Std,2012-10-20 02:30:00.0000000,0.139,ACORN-A,Affluent
MAC000002,Std,2012-10-20 03:00:00.0000000,0.097,ACORN-A,Affluent
MAC000002,Std,2012-10-20 03:30:00.0000000,0.12,ACORN-A,Affluent
MAC000002,Std,2012-10-20 04:00:00.0000000,0.097,ACORN-A,Affluent
MAC000002,Std,2012-10-20 04:30:00.0000000,0.118,ACORN-A,Affluent
MAC000002,Std,2012-10-20 05:00:00.0000000,0.095,ACORN-A,Affluent
MAC000002,Std,2012-10-20 05:30:00.0000000,0.119,ACORN-A,Affluent
MAC000002,Std,2012-10-20 06:00:00.0000000,0.089,ACORN-A,Affluent
MAC000002,Std,2012-10-20 06:30:00.0000000,0.124,ACORN-A,Affluent
MAC000002,Std,2012-10-20 07:00:00.0000000,0.085,ACORN-A,Affluent
MAC000002,Std,2012-10-20 07:30:00.0000000,0.128,ACORN-A,Affluent
MAC000002,Std,2012-10-20 08:00:00.0000000,0.077,ACORN-A,Affluent
MAC000002,Std,2012-10-20 08:30:00.0000000,0.133,ACORN-A,Affluent
MAC000002,Std,2012-10-20 09:00:00.0000000,0.087,ACORN-A,Affluent
MAC000002,Std,2012-10-20 09:30:00.0000000,0.176,ACORN-A,Affluent
MAC000002,Std,2012-10-20 10:00:00.0000000,0.073,ACORN-A,Affluent
MAC000002,Std,2012-10-20 10:30:00.0000000,0.264,ACORN-A,Affluent
MAC000002,Std,2012-10-20 11:00:00.0000000,0.505,ACORN-A,Affluent
MAC000002,Std,2012-10-20 11:30:00.0000000,0.798,ACORN-A,Affluent
MAC000002,Std,2012-10-20 12:00:00.0000000,0.724,ACORN-A,Affluent
MAC000002,Std,2012-10-20 12:30:00.0000000,0.662,ACORN-A,Affluent
MAC000002,Std,2012-10-20 13:00:00.0000000,0.389,ACORN-A,Affluent
MAC000002,Std,2012-10-20 13:30:00.0000000,0.079,ACORN-A,Affluent
MAC000002,Std,2012-10-20 14:00:00.0000000,0.178,ACORN-A,Affluent
MAC000002,Std,2012-10-20 14:30:00.0000000,0.148,ACORN-A,Affluent
MAC000002,Std,2012-10-20 15:00:00.0000000,0.233,ACORN-A,Affluent
MAC000002,Std,2012-10-20 15:30:00.0000000,0.328,ACORN-A,Affluent
MAC000002,Std,2012-10-20 16:00:00.0000000,0.428,ACORN-A,Affluent
MAC000002,Std,2012-10-20 16:30:00.0000000,0.592,ACORN-A,Affluent
MAC000002,Std,2012-10-20 17:00:00.0000000,0.688,ACORN-A,Affluent
MAC000002,Std,2012-10-20 17:30:00.0000000,0.893,ACORN-A,Affluent
MAC000002,Std,2012-10-20 18:00:00.0000000,1.4529999,ACORN-A,Affluent
MAC000002,Std,2012-10-20 18:30:00.0000000,0.909,ACORN-A,Affluent
MAC000002,Std,2012-10-20 19:00:00.0000000,0.504,ACORN-A,Affluent
MAC000002,Std,2012-10-20 19:30:00.0000000,0.637,ACORN-A,Affluent
MAC000002,Std,2012-10-20 20:00:00.0000000,0.686,ACORN-A,Affluent
MAC000002,Std,2012-10-20 20:30:00.0000000,0.581,ACORN-A,Affluent
MAC000002,Std,2012-10-20 21:00:00.0000000,0.585,ACORN-A,Affluent
MAC000002,Std,2012-10-20 21:30:00.0000000,0.562,ACORN-A,Affluent
MAC000002,Std,2012-10-20 22:00:00.0000000,0.536,ACORN-A,Affluent
MAC000002,Std,2012-10-20 22:30:00.0000000,0.429,ACORN-A,Affluent
MAC000002,Std,2012-10-20 23:00:00.0000000,0.426,ACORN-A,Affluent
MAC000002,Std,2012-10-20 23:30:00.0000000,0.386,ACORN-A,Affluent
MAC000002,Std,2012-10-21 00:00:00.0000000,0.39,ACORN-A,Affluent
MAC000002,Std,2012-10-21 00:30:00.0000000,0.348,ACORN-A,Affluent
MAC000002,Std,2012-10-21 01:00:00.0000000,0.372,ACORN-A,Affluent
MAC000002,Std,2012-10-21 01:30:00.0000000,0.341,ACORN-A,Affluent
MAC000002,Std,2012-10-21 02:00:00.0000000,0.37,ACORN-A,Affluent
MAC000002,Std,2012-10-21 02:30:00.0000000,0.285,ACORN-A,Affluent
MAC000002,Std,2012-10-21 03:00:00.0000000,0.272,ACORN-A,Affluent
MAC000002,Std,2012-10-21 03:30:00.0000000,0.268,ACORN-A,Affluent
MAC000002,Std,2012-10-21 04:00:00.0000000,0.251,ACORN-A,Affluent
MAC000002,Std,2012-10-21 04:30:00.0000000,0.287,ACORN-A,Affluent
MAC000002,Std,2012-10-21 05:00:00.0000000,0.232,ACORN-A,Affluent
MAC000002,Std,2012-10-21 05:30:00.0000000,0.286,ACORN-A,Affluent
MAC000002,Std,2012-10-21 06:00:00.0000000,0.249,ACORN-A,Affluent
MAC000002,Std,2012-10-21 06:30:00.0000000,0.269,ACORN-A,Affluent
MAC000002,Std,2012-10-21 07:00:00.0000000,0.329,ACORN-A,Affluent
MAC000002,Std,2012-10-21 07:30:00.0000000,0.298,ACORN-A,Affluent
MAC000002,Std,2012-10-21 08:00:00.0000000,0.286,ACORN-A,Affluent
MAC000002,Std,2012-10-21 08:30:00.0000000,0.247,ACORN-A,Affluent
MAC000002,Std,2012-10-21 09:00:00.0000000,0.321,ACORN-A,Affluent
MAC000002,Std,2012-10-21 09:30:00.0000000,0.329,ACORN-A,Affluent
MAC000002,Std,2012-10-21 10:00:00.0000000,0.418,ACORN-A,Affluent
MAC000002,Std,2012-10-21 10:30:00.0000000,0.37,ACORN-A,Affluent
MAC000002,Std,2012-10-21 11:00:00.0000000,0.38,ACORN-A,Affluent
MAC000002,Std,2012-10-21 11:30:00.0000000,0.771,ACORN-A,Affluent
MAC000002,Std,2012-10-21 12:00:00.0000000,0.557,ACORN-A,Affluent
MAC000002,Std,2012-10-21 12:30:00.0000000,0.413,ACORN-A,Affluent
MAC000002,Std,2012-10-21 13:00:00.0000000,0.374,ACORN-A,Affluent
MAC000002,Std,2012-10-21 13:30:00.0000000,0.415,ACORN-A,Affluent
MAC000002,Std,2012-10-21 14:00:00.0000000,0.657,ACORN-A,Affluent
MAC000002,Std,2012-10-21 14:30:00.0000000,0.36,ACORN-A,Affluent
MAC000002,Std,2012-10-21 15:00:00.0000000,0.344,ACORN-A,Affluent
MAC000002,Std,2012-10-21 15:30:00.0000000,0.434,ACORN-A,Affluent
MAC000002,Std,2012-10-21 16:00:00.0000000,0.589,ACORN-A,Affluent
MAC000002,Std,2012-10-21 16:30:00.0000000,0.641,ACORN-A,Affluent
MAC000002,Std,2012-10-21 17:00:00.0000000,0.877,ACORN-A,Affluent
MAC000002,Std,2012-10-21 17:30:00.0000000,0.79,ACORN-A,Affluent
MAC000002,Std,2012-10-21 18:00:00.0000000,1.285,ACORN-A,Affluent
MAC000002,Std,2012-10-21 18:30:00.0000000,2.1600001,ACORN-A,Affluent
MAC000002,Std,2012-10-21 19:00:00.0000000,0.829,ACORN-A,Affluent
MAC000002,Std,2012-10-21 19:30:00.0000000,0.72,ACORN-A,Affluent
MAC000002,Std,2012-10-21 20:00:00.0000000,0.701,ACORN-A,Affluent
MAC000002,Std,2012-10-21 20:30:00.0000000,0.873,ACORN-A,Affluent
MAC000002,Std,2012-10-21 21:00:00.0000000,0.903,ACORN-A,Affluent
MAC000002,Std,2012-10-21 21:30:00.0000000,0.813,ACORN-A,Affluent
MAC000002,Std,2012-10-21 22:00:00.0000000,0.548,ACORN-A,Affluent
MAC000002,Std,2012-10-21 22:30:00.0000000,0.402,ACORN-A,Affluent
MAC000002,Std,2012-10-21 23:00:00.0000000,0.446,ACORN-A,Affluent
MAC000002,Std,2012-10-21 23:30:00.0000000,0.39,ACORN-A,Affluent
MAC000002,Std,2012-10-22 00:00:00.0000000,0.431,ACORN-A,Affluent
MAC000002,Std,2012-10-22 00:30:00.0000000,0.401,ACORN-A,Affluent
MAC000002,Std,2012-10-22 01:00:00.0000000,0.294,ACORN-A,Affluent
MAC000002,Std,2012-10-22 01:30:00.0000000,0.359,ACORN-A,Affluent
MAC000002,Std,2012-10-22 02:00:00.0000000,0.305,ACORN-A,Affluent
MAC000002,Std,2012-10-22 02:30:00.0000000,0.353,ACORN-A,Affluent
MAC000002,Std,2012-10-22 03:00:00.0000000,0.323,ACORN-A,Affluent
MAC000002,Std,2012-10-22 03:30:00.0000000,0.336,ACORN-A,Affluent
MAC000002,Std,2012-10-22 04:00:00.0000000,0.447,ACORN-A,Affluent
MAC000002,Std,2012-10-22 04:30:00.0000000,0.411,ACORN-A,Affluent
MAC000002,Std,2012-10-22 05:00:00.0000000,0.451,ACORN-A,Affluent
MAC000002,Std,2012-10-22 05:30:00.0000000,0.404,ACORN-A,Affluent
MAC000002,Std,2012-10-22 06:00:00.0000000,0.443,ACORN-A,Affluent
MAC000002,Std,2012-10-22 06:30:00.0000000,0.413,ACORN-A,Affluent
MAC000002,Std,2012-10-22 07:00:00.0000000,0.419,ACORN-A,Affluent
MAC000002,Std,2012-10-22 07:30:00.0000000,0.488,ACORN-A,Affluent
MAC000002,Std,2012-10-22 08:00:00.0000000,0.53,ACORN-A,Affluent
MAC000002,Std,2012-10-22 08:30:00.0000000,0.704,ACORN-A,Affluent
MAC000002,Std,2012-10-22 09:00:00.0000000,0.501,ACORN-A,Affluent
MAC000002,Std,2012-10-22 09:30:00.0000000,0.475,ACORN-A,Affluent
MAC000002,Std,2012-10-22 10:00:00.0000000,0.277,ACORN-A,Affluent
MAC000002,Std,2012-10-22 10:30:00.0000000,0.263,ACORN-A,Affluent
MAC000002,Std,2012-10-22 11:00:00.0000000,0.211,ACORN-A,Affluent
MAC000002,Std,2012-10-22 11:30:00.0000000,0.282,ACORN-A,Affluent
MAC000002,Std,2012-10-22 12:00:00.0000000,0.184,ACORN-A,Affluent
MAC000002,Std,2012-10-22 12:30:00.0000000,0.096,ACORN-A,Affluent
MAC000002,Std,2012-10-22 13:00:00.0000000,0.124,ACORN-A,Affluent
MAC000002,Std,2012-10-22 13:30:00.0000000,0.105,ACORN-A,Affluent
MAC000002,Std,2012-10-22 14:00:00.0000000,0.094,ACORN-A,Affluent
MAC000002,Std,2012-10-22 14:30:00.0000000,0.126,ACORN-A,Affluent
MAC000002,Std,2012-10-22 15:00:00.0000000,0.207,ACORN-A,Affluent
MAC000002,Std,2012-10-22 15:30:00.0000000,0.616,ACORN-A,Affluent
MAC000002,Std,2012-10-22 16:00:00.0000000,0.438,ACORN-A,Affluent
MAC000002,Std,2012-10-22 16:30:00.0000000,0.656,ACORN-A,Affluent
MAC000002,Std,2012-10-22 17:00:00.0000000,0.621,ACORN-A,Affluent
MAC000002,Std,2012-10-22 17:30:00.0000000,0.488,ACORN-A,Affluent
MAC000002,Std,2012-10-22 18:00:00.0000000,0.394,ACORN-A,Affluent
MAC000002,Std,2012-10-22 18:30:00.0000000,0.866,ACORN-A,Affluent
MAC000002,Std,2012-10-22 19:00:00.0000000,1.126,ACORN-A,Affluent
MAC000002,Std,2012-10-22 19:30:00.0000000,0.284,ACORN-A,Affluent
MAC000002,Std,2012-10-22 20:00:00.0000000,0.282,ACORN-A,Affluent
MAC000002,Std,2012-10-22 20:30:00.0000000,0.441,ACORN-A,Affluent
MAC000002,Std,2012-10-22 21:00:00.0000000,0.705,ACORN-A,Affluent
MAC000002,Std,2012-10-22 21:30:00.0000000,0.393,ACORN-A,Affluent
MAC000002,Std,2012-10-22 22:00:00.0000000,0.372,ACORN-A,Affluent
MAC000002,Std,2012-10-22 22:30:00.0000000,0.215,ACORN-A,Affluent
MAC000002,Std,2012-10-22 23:00:00.0000000,0.315,ACORN-A,Affluent
MAC000002,Std,2012-10-22 23:30:00.0000000,0.216,ACORN-A,Affluent
MAC000002,Std,2012-10-23 00:00:00.0000000,0.22,ACORN-A,Affluent
MAC000002,Std,2012-10-23 00:30:00.0000000,0.152,ACORN-A,Affluent
MAC000002,Std,2012-10-23 01:00:00.0000000,0.215,ACORN-A,Affluent
MAC000002,Std,2012-10-23 01:30:00.0000000,0.121,ACORN-A,Affluent
MAC000002,Std,2012-10-23 02:00:00.0000000,0.151,ACORN-A,Affluent
MAC000002,Std,2012-10-23 02:30:00.0000000,0.079,ACORN-A,Affluent
MAC000002,Std,2012-10-23 03:00:00.0000000,0.141,ACORN-A,Affluent
MAC000002,Std,2012-10-23 03:30:00.0000000,0.076,ACORN-A,Affluent
MAC000002,Std,2012-10-23 04:00:00.0000000,0.14,ACORN-A,Affluent
MAC000002,Std,2012-10-23 04:30:00.0000000,0.073,ACORN-A,Affluent
MAC000002,Std,2012-10-23 05:00:00.0000000,0.138,ACORN-A,Affluent
MAC000002,Std,2012-10-23 05:30:00.0000000,0.075,ACORN-A,Affluent
MAC000002,Std,2012-10-23 06:00:00.0000000,0.131,ACORN-A,Affluent
MAC000002,Std,2012-10-23 06:30:00.0000000,0.084,ACORN-A,Affluent
MAC000002,Std,2012-10-23 07:00:00.0000000,0.122,ACORN-A,Affluent
MAC000002,Std,2012-10-23 07:30:00.0000000,0.093,ACORN-A,Affluent
MAC000002,Std,2012-10-23 08:00:00.0000000,0.147,ACORN-A,Affluent
MAC000002,Std,2012-10-23 08:30:00.0000000,0.226,ACORN-A,Affluent
MAC000002,Std,2012-10-23 09:00:00.0000000,0.51,ACORN-A,Affluent
MAC000002,Std,2012-10-23 09:30:00.0000000,0.184,ACORN-A,Affluent
MAC000002,Std,2012-10-23 10:00:00.0000000,0.073,ACORN-A,Affluent
MAC000002,Std,2012-10-23 10:30:00.0000000,0.131,ACORN-A,Affluent
MAC000002,Std,2012-10-23 11:00:00.0000000,0.07,ACORN-A,Affluent
MAC000002,Std,2012-10-23 11:30:00.0000000,0.136,ACORN-A,Affluent
MAC000002,Std,2012-10-23 12:00:00.0000000,0.193,ACORN-A,Affluent
MAC000002,Std,2012-10-23 12:30:00.0000000,0.45,ACORN-A,Affluent
MAC000002,Std,2012-10-23 13:00:00.0000000,0.14,ACORN-A,Affluent
MAC000002,Std,2012-10-23 13:30:00.0000000,0.193,ACORN-A,Affluent
MAC000002,Std,2012-10-23 14:00:00.0000000,0.148,ACORN-A,Affluent
MAC000002,Std,2012-10-23 14:30:00.0000000,0.231,ACORN-A,Affluent
MAC000002,Std,2012-10-23 15:00:00.0000000,0.184,ACORN-A,Affluent
MAC000002,Std,2012-10-23 15:30:00.0000000,0.449,ACORN-A,Affluent
MAC000002,Std,2012-10-23 16:00:00.0000000,0.336,ACORN-A,Affluent
MAC000002,Std,2012-10-23 16:30:00.0000000,0.141,ACORN-A,Affluent
MAC000002,Std,2012-10-23 17:00:00.0000000,0.189,ACORN-A,Affluent
MAC000002,Std,2012-10-23 17:30:00.0000000,0.146,ACORN-A,Affluent
MAC000002,Std,2012-10-23 18:00:00.0000000,0.174,ACORN-A,Affluent
MAC000002,Std,2012-10-23 18:30:00.0000000,0.168,ACORN-A,Affluent
MAC000002,Std,2012-10-23 19:00:00.0000000,0.155,ACORN-A,Affluent
MAC000002,Std,2012-10-23 19:30:00.0000000,0.475,ACORN-A,Affluent
MAC000002,Std,2012-10-23 20:00:00.0000000,0.34,ACORN-A,Affluent
MAC000002,Std,2012-10-23 20:30:00.0000000,0.66,ACORN-A,Affluent
MAC000002,Std,2012-10-23 21:00:00.0000000,0.671,ACORN-A,Affluent
MAC000002,Std,2012-10-23 21:30:00.0000000,0.496,ACORN-A,Affluent
MAC000002,Std,2012-10-23 22:00:00.0000000,0.406,ACORN-A,Affluent
MAC000002,Std,2012-10-23 22:30:00.0000000,0.241,ACORN-A,Affluent
MAC000002,Std,2012-10-23 23:00:00.0000000,0.228,ACORN-A,Affluent
MAC000002,Std,2012-10-23 23:30:00.0000000,0.183,ACORN-A,Affluent
MAC000002,Std,2012-10-24 00:00:00.0000000,0.187,ACORN-A,Affluent
MAC000002,Std,2012-10-24 00:30:00.0000000,0.185,ACORN-A,Affluent
MAC000002,Std,2012-10-24 01:00:00.0000000,0.185,ACORN-A,Affluent
MAC000002,Std,2012-10-24 01:30:00.0000000,0.183,ACORN-A,Affluent
MAC000002,Std,2012-10-24 02:00:00.0000000,0.086,ACORN-A,Affluent
MAC000002,Std,2012-10-24 02:30:00.0000000,0.133,ACORN-A,Affluent
MAC000002,Std,2012-10-24 03:00:00.0000000,0.101,ACORN-A,Affluent
MAC000002,Std,2012-10-24 03:30:00.0000000,0.113,ACORN-A,Affluent
MAC000002,Std,2012-10-24 04:00:00.0000000,0.111,ACORN-A,Affluent
MAC000002,Std,2012-10-24 04:30:00.0000000,0.093,ACORN-A,Affluent
MAC000002,Std,2012-10-24 05:00:00.0000000,0.128,ACORN-A,Affluent
MAC000002,Std,2012-10-24 05:30:00.0000000,0.076,ACORN-A,Affluent
MAC000002,Std,2012-10-24 06:00:00.0000000,0.151,ACORN-A,Affluent
MAC000002,Std,2012-10-24 06:30:00.0000000,0.087,ACORN-A,Affluent
MAC000002,Std,2012-10-24 07:00:00.0000000,0.116,ACORN-A,Affluent
MAC000002,Std,2012-10-24 07:30:00.0000000,0.193,ACORN-A,Affluent
MAC000002,Std,2012-10-24 08:00:00.0000000,0.511,ACORN-A,Affluent
MAC000002,Std,2012-10-24 08:30:00.0000000,0.311,ACORN-A,Affluent
MAC000002,Std,2012-10-24 09:00:00.0000000,0.591,ACORN-A,Affluent
MAC000002,Std,2012-10-24 09:30:00.0000000,0.531,ACORN-A,Affluent
MAC000002,Std,2012-10-24 10:00:00.0000000,0.135,ACORN-A,Affluent
MAC000002,Std,2012-10-24 10:30:00.0000000,0.289,ACORN-A,Affluent
MAC000002,Std,2012-10-24 11:00:00.0000000,0.221,ACORN-A,Affluent
MAC000002,Std,2012-10-24 11:30:00.0000000,0.102,ACORN-A,Affluent
MAC000002,Std,2012-10-24 12:00:00.0000000,0.782,ACORN-A,Affluent
MAC000002,Std,2012-10-24 12:30:00.0000000,0.266,ACORN-A,Affluent
MAC000002,Std,2012-10-24 13:00:00.0000000,0.217,ACORN-A,Affluent
MAC000002,Std,2012-10-24 13:30:00.0000000,0.166,ACORN-A,Affluent
MAC000002,Std,2012-10-24 14:00:00.0000000,0.097,ACORN-A,Affluent
MAC000002,Std,2012-10-24 14:30:00.0000000,0.13,ACORN-A,Affluent
MAC000002,Std,2012-10-24 15:00:00.0000000,0.088,ACORN-A,Affluent
MAC000002,Std,2012-10-24 15:30:00.0000000,0.114,ACORN-A,Affluent
MAC000002,Std,2012-10-24 16:00:00.0000000,0.14,ACORN-A,Affluent
MAC000002,Std,2012-10-24 16:30:00.0000000,0.273,ACORN-A,Affluent
MAC000002,Std,2012-10-24 17:00:00.0000000,0.233,ACORN-A,Affluent
MAC000002,Std,2012-10-24 17:30:00.0000000,0.157,ACORN-A,Affluent
MAC000002,Std,2012-10-24 18:00:00.0000000,0.155,ACORN-A,Affluent
MAC000002,Std,2012-10-24 18:30:00.0000000,0.855,ACORN-A,Affluent
MAC000002,Std,2012-10-24 19:00:00.0000000,1.8890001,ACORN-A,Affluent
MAC000002,Std,2012-10-24 19:30:00.0000000,0.796,ACORN-A,Affluent
MAC000002,Std,2012-10-24 20:00:00.0000000,0.753,ACORN-A,Affluent
MAC000002,Std,2012-10-24 20:30:00.0000000,0.607,ACORN-A,Affluent
MAC000002,Std,2012-10-24 21:00:00.0000000,0.71,ACORN-A,Affluent
MAC000002,Std,2012-10-24 21:30:00.0000000,0.574,ACORN-A,Affluent
MAC000002,Std,2012-10-24 22:00:00.0000000,0.846,ACORN-A,Affluent
MAC000002,Std,2012-10-24 22:30:00.0000000,0.343,ACORN-A,Affluent
MAC000002,Std,2012-10-24 23:00:00.0000000,0.282,ACORN-A,Affluent
MAC000002,Std,2012-10-24 23:30:00.0000000,0.245,ACORN-A,Affluent
MAC000002,Std,2012-10-25 00:00:00.0000000,0.286,ACORN-A,Affluent
MAC000002,Std,2012-10-25 00:30:00.0000000,0.199,ACORN-A,Affluent
MAC000002,Std,2012-10-25 01:00:00.0000000,0.196,ACORN-A,Affluent
MAC000002,Std,2012-10-25 01:30:00.0000000,0.1,ACORN-A,Affluent
MAC000002,Std,2012-10-25 02:00:00.0000000,0.131,ACORN-A,Affluent
MAC000002,Std,2012-10-25 02:30:00.0000000,0.096,ACORN-A,Affluent
MAC000002,Std,2012-10-25 03:00:00.0000000,0.112,ACORN-A,Affluent
MAC000002,Std,2012-10-25 03:30:00.0000000,0.107,ACORN-A,Affluent
MAC000002,Std,2012-10-25 04:00:00.0000000,0.097,ACORN-A,Affluent
MAC000002,Std,2012-10-25 04:30:00.0000000,0.12,ACORN-A,Affluent
MAC000002,Std,2012-10-25 05:00:00.0000000,0.081,ACORN-A,Affluent
MAC000002,Std,2012-10-25 05:30:00.0000000,0.132,ACORN-A,Affluent
MAC000002,Std,2012-10-25 06:00:00.0000000,0.073,ACORN-A,Affluent
MAC000002,Std,2012-10-25 06:30:00.0000000,0.128,ACORN-A,Affluent
MAC000002,Std,2012-10-25 07:00:00.0000000,0.089,ACORN-A,Affluent
MAC000002,Std,2012-10-25 07:30:00.0000000,0.109,ACORN-A,Affluent
MAC000002,Std,2012-10-25 08:00:00.0000000,0.16,ACORN-A,Affluent
MAC000002,Std,2012-10-25 08:30:00.0000000,0.242,ACORN-A,Affluent
MAC000002,Std,2012-10-25 09:00:00.0000000,0.619,ACORN-A,Affluent
MAC000002,Std,2012-10-25 09:30:00.0000000,0.493,ACORN-A,Affluent
MAC000002,Std,2012-10-25 10:00:00.0000000,0.469,ACORN-A,Affluent
MAC000002,Std,2012-10-25 10:30:00.0000000,0.878,ACORN-A,Affluent
MAC000002,Std,2012-10-25 11:00:00.0000000,0.917,ACORN-A,Affluent
MAC000002,Std,2012-10-25 11:30:00.0000000,0.37,ACORN-A,Affluent
MAC000002,Std,2012-10-25 12:00:00.0000000,0.15,ACORN-A,Affluent
MAC000002,Std,2012-10-25 12:30:00.0000000,0.146,ACORN-A,Affluent
MAC000002,Std,2012-10-25 13:00:00.0000000,0.163,ACORN-A,Affluent
MAC000002,Std,2012-10-25 13:30:00.0000000,0.137,ACORN-A,Affluent
MAC000002,Std,2012-10-25 14:00:00.0000000,0.132,ACORN-A,Affluent
MAC000002,Std,2012-10-25 14:30:00.0000000,0.126,ACORN-A,Affluent
MAC000002,Std,2012-10-25 15:00:00.0000000,0.172,ACORN-A,Affluent
MAC000002,Std,2012-10-25 15:30:00.0000000,0.14,ACORN-A,Affluent
MAC000002,Std,2012-10-25 16:00:00.0000000,0.18,ACORN-A,Affluent
MAC000002,Std,2012-10-25 16:30:00.0000000,0.119,ACORN-A,Affluent
MAC000002,Std,2012-10-25 17:00:00.0000000,0.265,ACORN-A,Affluent
MAC000002,Std,2012-10-25 17:30:00.0000000,0.15,ACORN-A,Affluent
MAC000002,Std,2012-10-25 18:00:00.0000000,0.363,ACORN-A,Affluent
MAC000002,Std,2012-10-25 18:30:00.0000000,0.452,ACORN-A,Affluent
MAC000002,Std,2012-10-25 19:00:00.0000000,0.566,ACORN-A,Affluent
MAC000002,Std,2012-10-25 19:30:00.0000000,0.231,ACORN-A,Affluent
MAC000002,Std,2012-10-25 20:00:00.0000000,0.183,ACORN-A,Affluent
MAC000002,Std,2012-10-25 20:30:00.0000000,0.355,ACORN-A,Affluent
MAC000002,Std,2012-10-25 21:00:00.0000000,0.558,ACORN-A,Affluent
MAC000002,Std,2012-10-25 21:30:00.0000000,0.47,ACORN-A,Affluent
MAC000002,Std,2012-10-25 22:00:00.0000000,0.506,ACORN-A,Affluent
